Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
nadimbalti,2019-11-05 17:55:41,RT shigar pti A great many students have had to quit education or leave their desired field of study just b c they cant afford universit,nan,Nan,False,1
IndivCincy,2019-11-05 17:55:34,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Cincinnati, OH",Nan,False,39
utpalmer76,2019-11-05 17:55:23,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,,Nan,False,16
Editwit,2019-11-05 17:55:23,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,"Iai, Romnia",Nan,False,336
LaTolgue,2019-11-05 17:55:21, patlaar The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. ,nan,Nan,False,0
fleshandbrand,2019-11-05 17:55:20,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,10th circle of hell,Nan,False,39
ParkinsonsImpro,2019-11-05 17:55:00,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Preston UK,Nan,False,39
Bituquinna,2019-11-05 17:54:49,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Berne, Switzerland",Nan,False,39
MNRiseGirlsBB1,2019-11-05 17:54:32,RT gusboyer 0 I am very excited to announce that I have committed to play and continue my education for the University of Minnesota Dulut,nan,Nan,False,40
bascarleo,2019-11-05 17:54:31,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Pereira,Nan,False,669
AsburyMSoccer,2019-11-05 17:54:11,RT JustinR84569247 Excited to announce that I verbally committed to Asbury University to continue my education and soccer career Go eag,"Wilmore, KY",Nan,False,8
MNRiseGirlsBB1,2019-11-05 17:54:10,RT sarahbconlon Im blessed and excited to announce my verbal commitment to continue my education and basketball career at Southwest Minn,nan,Nan,False,23
domenec1,2019-11-05 17:54:07,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,"Barcelona, Catalunya",Nan,False,336
MerryMolly16,2019-11-05 17:54:03,I just want to give up. Im so afraid that I will be like 0.02 GPA points short of graduating. 6 years of my life sp ,United States,Nan,False,0
AlexMacKenzie11,2019-11-05 17:53:42,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,Inverurie,Nan,False,103
davidson_robert,2019-11-05 17:53:15,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,Highland Scotland,Nan,False,336
Fontangordo90,2019-11-05 17:53:10,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,nan,Nan,False,39
fredmelsens,2019-11-05 17:52:55,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,worldwide ,Nan,False,39
DSandraVyas,2019-11-05 17:52:34,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Massachusetts, USA",Nan,False,39
xila31,2019-11-05 17:52:30,"Watching this trailer and suddenly feeling like I should send Grace to university. She could have it all career, f ",Azeroth,Nan,False,0
FVillanelo,2019-11-05 17:52:25,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,nan,Nan,False,39
ISMPCanada,2019-11-05 17:52:23,Attn Nurses ISMP Canada is designing an online education program for nurses on med error prevention strategies. I ,"Toronto, ON",Nan,False,0
TecanaEdu,2019-11-05 17:52:09," Be passionate about goals and organization TECANA AMERICAN University, higherEducation Non traditional highe ",FL 33309 USA ,Nan,False,1
BrookesComms,2019-11-05 17:52:03,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Frome, Somerset",Nan,False,146
Glesi6,2019-11-05 17:51:59,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,nan,Nan,False,146
AnneMarieGoldie,2019-11-05 17:51:48,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,nan,Nan,False,336
tlsmith1963,2019-11-05 17:51:37,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"McKinney, TX.",Nan,False,39
UL_Wales,2019-11-05 17:51:36,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,"Wales, United Kingdom",Nan,False,103
UofCalifornia,2019-11-05 17:51:35,"No matter what path you choose, a college education can help you get there faster...the University of California i ",nan,Nan,False,2
lebatailleur,2019-11-05 17:51:27,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,nan,Nan,False,39
Sarvis1James,2019-11-05 17:51:09,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Currently in Raleigh, NC ",Nan,False,39
Dalek_fan,2019-11-05 17:50:56,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Asturias, de momento",Nan,False,39
CChabassol,2019-11-05 17:50:49,RT wearenorth99 Step 1 Underfund education to the brink of disaster. Step 2 Use the disaster to justify privatization Step 3 Rep,"Nova Scotia, Canada",Nan,False,42
BrianMoylan4,2019-11-05 17:50:31,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Bundanyabba Australia,Nan,False,39
kicranston,2019-11-05 17:50:30,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,Left Coast,Nan,False,39
dr_fionac,2019-11-05 17:50:12,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,nan,Nan,False,103
GeorgeDibb,2019-11-05 17:49:41,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,"London, England",Nan,False,103
razda5,2019-11-05 17:49:39,"RT docrussjackson Academics have experienced a huge increase in work intensification, year on year, for many years, amp university staff wi",nan,Nan,False,20
parcha,2019-11-05 17:49:33,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,"Spartanburg,South Carolina US ",Nan,False,39
jacobinmag,2019-11-05 17:49:22,The University and College Union has called an eight day strike across Britains universities starting on November ,New York City,Nan,False,39
futuurewars,2019-11-05 17:48:57,RT benawilliams0 Tell me something that is worse value for money than university. I pay 42 a hour to learn off PowerPoint presentations.,manchester,Nan,False,7
chris_ceee,2019-11-05 17:48:55,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,Clown World,Nan,False,39
Athrofa,2019-11-05 17:48:54,Great to see school and university colleagues from APLPteach presenting our innovative partnership approach to tea ,"Carmarthen, Swansea, Cardiff",Nan,False,3
ksuarted,2019-11-05 17:48:53,"Exciting News 2 Ive been invited by my former KSUCollegeofEd art ed student Muneera Alonzi to go to Riyadh,Saudi ",Create Innovate,Nan,False,1
Santylito,2019-11-05 17:48:51,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Medelln, Colombia",Nan,False,669
Saurav19419076,2019-11-05 17:48:33,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,"New Delhi, India",Nan,False,16
indianjanoon,2019-11-05 17:47:58,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,"San Francisco, CA",Nan,False,16
Dreamsy_YT,2019-11-05 17:47:50,"RT cristalplaysims Whether your Sim chooses the hallowed halls of the University of Britechester with its focus on arts and humanities,",United States,Nan,False,1
rwleslie2,2019-11-05 17:47:46,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,"Glasgow, Scotland",Nan,False,336
Sultan_Sadat,2019-11-05 17:47:40,The fact that these people don't know how our political system works or that they'd have to renegotiate treaties is ,"Ottawa, Ontario",Ottawa,False,0
iamsrkJishan_,2019-11-05 17:47:34,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Kuwait,Nan,False,669
itsmyna_,2019-11-05 17:47:32,"RT Parliament Ug Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s",nan,Nan,False,66
APLU_News,2019-11-05 17:47:22," NCState waynestate ColoradoStateU uofl unccharlotte Meet APLU IEP Place Award Finalist, csunorthridge After ","Washington, DC",Nan,False,0
JK_Remnant,2019-11-05 17:47:10,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,"Scotland, United Kingdom",Nan,False,103
Love_u_My_life,2019-11-05 17:47:05,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,India,Nan,False,16
_haansunny,2019-11-05 17:46:59, brett7three 3 Idiots It's centered on the friendship of three students in an engineering university and is a sat ,nan,Nan,False,0
IndianTranny,2019-11-05 17:46:58,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,nan,Nan,False,16
cristalplaysims,2019-11-05 17:46:55,Whether your Sim chooses the hallowed halls of the University of Britechester with its focus on arts and humanitie ,"Arizona, USA",Nan,False,1
AyandaOnline,2019-11-05 17:46:43,I forgot that I don't have a scanned copy of my latest degree... All that university education and I forget to do t ,Saw Beyonc live 2 Dec 2018 ,Nan,False,0
2019Kokila,2019-11-05 17:46:42,RT meghdootindia The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4. S,United States,Nan,False,16
JudyVT76,2019-11-05 17:46:41,RT RuchiSpeak Are we blessed or what Our networking event to connect Education and Industry LIBS Connect has kicked off at the Iconic,"Lincoln, UK",Nan,False,4
CMHBJ13,2019-11-05 17:46:13,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
meghdootindia,2019-11-05 17:46:10,The Best Universities in the World Education 1. Oxford 2. California Institute Technology 3. Cambridge 4 ,nan,Nan,False,16
TanyaDaisy5,2019-11-05 17:45:49,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,California ,Nan,False,39
nltatesic,2019-11-05 17:45:38,RT TK Tech Did you know that thonnyide was first developed in Estonia at the University of Tartu unitartu 's Institute of Computer S,Newfoundland Labrador,Nan,False,4
SimonMStevens,2019-11-05 17:45:30,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,"Sheffield, UK",Nan,False,103
KeystoneShops,2019-11-05 17:45:22,Looking forward to an evening of film and cannabis discussion with the bright student at University of the Sciences ,nan,Nan,False,1
shigar_pti,2019-11-05 17:45:22,A great many students have had to quit education or leave their desired field of study just b c they cant afford u ,"Gilgit Baltistan, Pakistan",Nan,False,1
Camswr_73js,2019-11-05 17:45:19,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,USA,Nan,False,0
sas_singh,2019-11-05 17:44:59,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
ndywd1958,2019-11-05 17:44:36,BBC News University workers vote for eight day strike ,"Abingdon On Thames, England",Nan,False,0
