Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
arale_mahad,2019-11-05 23:04:33,RT cblackst First Nations have faced a contaminated drinking water crisis for years. We need to ask why it is just an outrage when it aff,"Toronto, Ontario",Nan,False,0
audimait01,2019-11-05 23:04:33,RT TheJasonPugh Judging by the comments on FB reg China lifting the ban on Canada's Pork I'll say it again NOTHING pisses Conservative,Canada,Nan,False,0
30G30N,2019-11-05 23:04:33,This vehicle is obviously headed to MacEwan University MacEwanU ,nan,Nan,False,0
abdkarimkafroni,2019-11-05 23:04:34,RT dark atran The superstar elissakh will perform live in Canada as tour. Montreal 22nd November Ottawa 30th November Toronto Very so,"Syria,Tartus",Nan,False,0
JeffSwandogg59,2019-11-05 23:04:34,RT Dragonfly Drama the White House is trying to find a public sporting event where the president wont be booed by the crowd. Saturdays,"Arlington Heights, IL",Nan,False,0
Urbana_Hawks,2019-11-05 23:04:34,RT natvoor I am excited to announce that I have verbally committed to play D1 lacrosse at University of Pittsburgh Thank you to everyone,"Urbana, MD",Nan,False,0
grafikalrob,2019-11-05 23:04:35,"RT OtagoGrad tleehumphrey PatriciaLabbe4 Trudeau's new cabinet to focus on destroying the Oil amp Gas industry in B.C., AB amp SK amp convert",Hanging off the Edge of the World by my fingertips.,Nan,False,0
wbogart2,2019-11-05 23:04:36,"RT iReadCulture A new bill in Quebec, Canada would officially raise the legal cannabis consumption age to 21, and many are not happy with",Toronto,Nan,False,0
stevenjmay,2019-11-05 23:04:36," mfg81 Not based on class, to my knowledge. Potentially in each individual broadcast licence. The Broadcasting Act ",Canada,Nan,False,0
KlausRiede,2019-11-05 23:04:36,"RT prowildlife Bad news from Canada, where fur traders have met with Chinese Consul General to establish an export market for products m",weltweit,Nan,False,0
DCTFTW,2019-11-05 23:04:37,"RT AlanCane604 Maybe Canada needs an honest discussion about what ""racism"" really is. Because right now, the word is overused to stifle c",nan,Nan,False,0
cjwthefishermen,2019-11-05 23:04:37,RT SpencerFernando EpsteinCoverup Is Trending In Canada Following Stunning Project Veritas Report. ,United States,Nan,False,0
benamer_brahim,2019-11-05 23:04:37,RT dark atran The superstar elissakh will perform live in Canada as tour. Montreal 22nd November Ottawa 30th November Toronto Very so,nan,Nan,False,0
JeffyPoo21,2019-11-05 23:04:38,"RT sdv 32 A Greenville University RA heard that a couple was laying in bed together, this was the aftermath ","Rankin, IL Carlinville, IL",Nan,False,0
KateFriday777,2019-11-05 23:04:38, TomBigggs same here in southern Ontario... 5G rolls out here in Canada in 2020,nan,Nan,False,0
daisysmom19,2019-11-05 23:04:39,University of Florida Prof. Bans Use of Term Illegal Immigrant via BreitbartNews,nan,Nan,False,0
klonokid,2019-11-05 23:04:39,RT theMRC A study by researchers at Yale University and Ohio State University found that the levels of carbon released due to deforestati,"Chicago, IL",Nan,False,0
68Droy,2019-11-05 23:04:40,RT WBrettWilson Its that simple. Yet anyone supporting Trudeau or the minority puppets hasnt stopped to think and comprehend. RT,"Alberta, Canada",Nan,False,0
FeastOnKindness,2019-11-05 23:04:40,"San Diego State University represent... even in Aldie, VA One proud alumni over here SDSUAlumni SDSU ",nan,Nan,False,0
DukeRaoul2010,2019-11-05 23:04:40,RT JamesMelville Scientists at Manchester University have invented a graphene sieve that turns salt water into drinking water. This cou,nan,Nan,False,0
MarciaW02564145,2019-11-05 23:04:40,I almost forgot Canada Ff4,nan,Nan,False,0
MikeBoldi,2019-11-05 23:04:41,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,"Tucson, AZ",Nan,False,0
PAGreenKnights,2019-11-05 23:04:41,Best of luck to Dana Evans tonight in PSAC playoff game at Kutztown University,"Pen Argyl, PA",Nan,False,0
AMKNIGHT007,2019-11-05 23:04:41,"RT nancylee2016 ""Georgetown University announced last week that it will launch a 400,000 slavery reparations fund that will benefit desc","Panama City Beach, FL",Nan,False,0
KenSoroka,2019-11-05 23:04:42,"RT jkenney Encana packing its bags and leaving Canada should be a wake up call, not just to the oil and gas sector, but to all Canadians","Edmonton, Alberta",Nan,False,0
GraysReefNMS,2019-11-05 23:04:41,"Remember that applications for our open Sanctuary Advisory Council seats are due by December 1 Both the ""charter c ","Savannah, GA",Nan,False,0
lamb_willie1,2019-11-05 23:04:42,RT WBrettWilson Its that simple. Yet anyone supporting Trudeau or the minority puppets hasnt stopped to think and comprehend. RT,nan,Nan,False,0
emilyrxo1,2019-11-05 23:04:43,RT DrGaySex Get a top who studied at Good Dick University ,nan,Nan,False,0
RiceInSC,2019-11-05 23:04:43,"RT haydenrhurst Not only is he a great coach, he is a better man. Im a product of coach. He brought out the best in me on the field, hel","South Carolina, USA",Nan,False,0
VallyRealstate,2019-11-05 23:04:43,RT KnowledgePhila1 SallyMayweather If you are white and happen to live in South Africa no internationally acknowledged university degree,Haiti,Nan,False,0
JcCemetery,2019-11-05 23:04:43,RT jimjbeat The kids are all right. At least this one is. Damon Mazer wrote this very complimentary profile of me for Rowan University's,"435 Newark Ave, Jersey City, NJ. 07302",Nan,False,0
wh0lesam,2019-11-05 23:04:43,RT jaw cee Anyone else a first gen college student thats being guilted into staying close to home instead of going to a better universit,nan,Nan,False,0
Naveman01,2019-11-05 23:04:44,RT SpencerFernando EpsteinCoverup Is Trending In Canada Following Stunning Project Veritas Report. ,nan,Nan,False,0
SHimsev,2019-11-05 23:04:44,RT 1RealJoeyB seeerious matter God bless you. ,nan,Nan,False,0
riederj,2019-11-05 23:04:44,RT jkenney Former Liberal Premier Frank McKenna gets it. The land locking of Canadian energy has created a huge transfer of wealth from,"Calgary, Alberta",Nan,False,0
humanehr,2019-11-05 23:04:46,"RT BoydenCanada Boyden has proudly partnered with Concordia University Universit Concordia in the recruitment of a Dean, Faculty of A",Ontario NS NB Nunavut,Nan,False,0
GermaSole,2019-11-05 23:04:46,RT StephenGethins Grateful for the support that Clara has received from univofstandrews and people across NE Fife during this difficult,nan,Nan,False,0
anniabonita,2019-11-05 23:04:46,RT hawillisdc Ive known my limits since i was 19. a couple years ago i let my white friend convince me to do brunchi blacked in broad d,nan,Nan,False,0
noble_alhaji,2019-11-05 23:04:46,RT Naa Dimples KNUST Kwame Nkrumah University of Sweat and Tears. ,"Accra, Ghana",Nan,False,0
vicgrams,2019-11-05 23:04:46,RT nspector4 No one can begrudge Trudeau taking a break after a gruelling elxn43 campaign to recharge his batteries. Flying across Canad,nan,Nan,False,0
godfist314,2019-11-05 23:04:47,RT EsportsCharts Detailed viewers stats Canada Cup 2019. Canada CanadaCup2019 SFV StreetFighter CanadaCupGaming More stats ,"North Carolina, USA",Nan,False,0
VuylstekeBarb,2019-11-05 23:04:47,RT InvestFlanders Did you know that Flanders is home to two of the top 100 most innovative universities in the world Congratulations ,"Gent, Belgi",Nan,False,0
TheRealProcyon,2019-11-05 23:04:47, zarchasmpgmr havochaos micheinnz 6502 ftw browofjustice TyreJim sundhaug92 diddykang q aurelius ,Europe,Nan,False,0
jorylucas2,2019-11-05 23:04:48, jkenney WBrettWilson Thank you Prime Minister Trudeau. You are an inspiration to all of us and are so good for the economy of Canada ,"Bjorkdale, Saskatchewan",Nan,False,0
26characters,2019-11-05 23:04:48,"RT JillHopper1 Fantastic new project from 26characters and WoodlandTrust, exploring the interconnected roots of trees and writers. What",nan,Nan,False,0
liamxroses,2019-11-05 23:04:48, ohmyalessia Oh damn we have no target in canada thank you anyways ive been wanting a pair for so long,nan,Nan,False,0
michael88580804,2019-11-05 23:04:48,RT PrisonPlanet Police in Oklahoma City are investigating Its okay to be white fliers that were posted at the Oklahoma City University,nan,Nan,False,0
DHLawrence34,2019-11-05 23:04:48,"So I just got a call from the ""Legal Department of Service Canada"" saying that there is legal action against my soc ",nan,Nan,False,0
Sleek_Eleniyan,2019-11-05 23:04:49,"RT DRealIlorinBoy University Of Ilorin Faculty Of Agriculture, Social sciences , Arts and Education has more hoes than any other faculty.",Ilu oyinbo,Nan,False,0
williamsdylanj,2019-11-05 23:04:49,RT Jamilcharles2 Hello Twitter This is from Salisbury Universitys Fulton hall this is a result of lack of communication to the student b,"Maryland, USA",Nan,False,0
johnmalta99,2019-11-05 23:04:49,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",Glasgow,Nan,False,0
katie_lady19,2019-11-05 23:04:49,RT hawillisdc Ive known my limits since i was 19. a couple years ago i let my white friend convince me to do brunchi blacked in broad d,nan,Nan,False,0
crowleyblab,2019-11-05 23:04:50,"RT ucu Listen to coventryucu branch chair, Sharon McGuire, tell BBCCovWarks about how the university is undermining pay and conditions",nan,Nan,False,0
ClassicMiguel,2019-11-05 23:04:50,"RT Canada In the south of the province of Quebec, the EasternTownships offer an array of scenic routes. Stock up on local apples and che",Antigua Guatemala,Nan,False,0
Mo43Sports,2019-11-05 23:04:51,RT NateSilver538 There are six A rated pollsters Monmouth University Selzer amp Co. ABC News Washington Post Marist Colle,"Missouri, USA",Nan,False,0
CANSEE_org,2019-11-05 23:04:51,Here is a brief explanation of carbon pricing for big polluters in Canada.,Canada,Nan,False,0
maknaepup,2019-11-05 23:04:51,Such a pet peeve. People selling their shit in USD when they are in Canada. If I am in Canada and you are in Canada ,"Alberta, Canada",Nan,False,0
NancyScience,2019-11-05 23:04:52,RT irdirc gene therapy 4 raredisease talk by Dr MichaelGoldman t ibrd19 PayFotPerformance anchoringeffect pharma value ,nan,Nan,False,0
CanGal_39,2019-11-05 23:04:52,RT bambinoir The universe is unfortunately very validating. Remember that time I shared this poll Well heres a systemic ex of it in rl.,Canada,Nan,False,0
Woodford_Rsrv,2019-11-05 23:04:52," WBrettWilson In Canada, the the Poppy image is trademarked by the Royal Canadian Legion. You would have to get the ",nan,Nan,False,0
shoos4u,2019-11-05 23:04:52,"RT LukaszukAB . jkenney Calgary businessman Robyn Lore fined for allegedly funding 'kamikaze' UCP leadership campaign. Also, fake email",nan,Nan,False,0
HultmarkMark,2019-11-05 23:04:52,CVS refuses to let student buy cold medicine with Puerto Rican ID 'Was it his skin color ' AOL ,"Ahoskie, NC",Nan,False,0
rjparkinsonx,2019-11-05 23:04:53,RT ani5 a University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal,"North West, England",Nan,False,0
nite_writer_,2019-11-05 23:04:54,"Im tired, Im so tired I feel nauseous and I cant breathe. But ya know. Gotta do my homework so I can get good gr ","Ontario, Canada",Nan,False,0
mikelondonpost3,2019-11-05 23:04:54,RT JHass58 Blessed to receive my first offer from Concord University ,Salisbury NC,Nan,False,0
Dc930Mike,2019-11-05 23:04:54,RT turneresq How long does MLS have that waiver from Concacaf and ussoccer to operate in Canada again MLS USSF ,"Buffalo, NY USA",Nan,False,0
AnimalsBeCool1,2019-11-05 23:04:54,RT HolmesTeganimi DevinCow If you do what Devin wants I will get every bovine in Canada to open a twitter account titled Devin Nun,nan,Nan,False,0
lazy_girl4500,2019-11-05 23:04:55,RT txstate1922 POODLE FACT OF THE DAY Butler University where Sigma Gamma Rho Sorority Inc. was fo,nan,Nan,False,0
BYUKennedyCtr,2019-11-05 23:04:55,"RT GwsByu CONFERENCE SPOTLIGHT ""In Politics to Stay African American Women and the Vote"" Dr. Bettye Collier Thomas Temple University,","Provo, Utah, USA",Nan,False,0
TurnbullShirley,2019-11-05 23:04:55,RT MUALA CA The great mercy of the federal election campaign is that this depraved parasitic homunculus was all too briefly banished from,nan,Nan,False,0
meemsg67,2019-11-05 23:04:55," nowthisnews This bullshit is infuriating As a daughter of a Minister, who went to University to study to be a mi ","Halifax, Nova Scotia",Nan,False,0
canukcookie,2019-11-05 23:04:55,RT NewCynicismInc DeSmogBlog Go Vivian Sounds like those who have been funding the suffocation of Canadas oil gas industry amp economy a,Canada,Nan,False,0
wrongchan,2019-11-05 23:04:57,"RT michellemanhiu Yesterday, a university student Chow were seriously injured due to accidental fall from 3 F to 2 F of a carpark. Howe",nan,Nan,False,0
psupostdoc,2019-11-05 23:04:57,RT psuparking Today is Game Day at the JordanCenter PennStateMBB will take on University of Maryland for their 2019 20 season opener.,"University Park, PA 16802",Nan,False,0
harringtonmarks,2019-11-05 23:04:57,BBC News Lead levels in Canadian water 'exceed safe limit' in a third of cases ,"Burlington, Ontario",Nan,False,0
ParsnipsParsons,2019-11-05 23:04:58,"RT BBCPaulMurphy ""My generation has let down this one."" Environmental campaigner ChrisGPackham tells hundreds of schoolchildren at an ev",Yorkshire and The Humber,Nan,False,0
emptyDir,2019-11-05 23:04:58,When I worked at a university they gave us two weeks off for Xmas and New years and one year I spent an entire week ,nan,Nan,False,0
Rand0mpers0n235,2019-11-05 23:04:58,RT cblackst First Nations have faced a contaminated drinking water crisis for years. We need to ask why it is just an outrage when it aff,nan,Nan,False,0
RandomOriginals,2019-11-05 23:04:58,"RT CopernicusEU Last month's temperatures were 0.69C above average, making October 2019 the hottest on record. As can be seen in th",nan,Nan,False,0
PhilVincent,2019-11-05 23:04:59,"RT EricStoller Ohio State University, home of an 80 seat esports arena and four competitive video gaming teams, will be the first state u",York,Nan,False,0
theklaus98,2019-11-05 23:04:59,RT spectatorindex Best countries to travel alone 1. Spain 2. Italy 3. NZ 5. Australia 7. Brazil 8. Ireland 12. Canada 13. Mexico 17. Fr,"Birmingham, England",Nan,False,0
kirk_osaurus,2019-11-05 23:04:59,"RT LH88800 Hello. Looks like we have a white suprematist, sneaking hand signals. Very obvious. Very disappointing. Time to deplatform an","Coles, Ashgrove",Nan,False,0
earnestimages,2019-11-05 23:04:59,RT CayuseLLC Does deep sleep give your brain a deep clean sciam examines new research from Boston University. ,"Portland, OR Seattle, WA",Nan,False,0
uwunayelii,2019-11-05 23:04:59,"RT NickiMickeyB You see this STARSHIPent You made this news in Canada, even before the guys even made a tour stop here I will continue","Texas, USA",Nan,False,0
MtRushmore2016,2019-11-05 23:04:59,"RT DanielTurnerPTF More than 11,000 Harvard grads agree Harvard is the best university. I asked 11,000 kids about food and they agreed",United States,Nan,False,0
Sleek_Eleniyan,2019-11-05 23:04:49,"RT DRealIlorinBoy University Of Ilorin Faculty Of Agriculture, Social sciences , Arts and Education has more hoes than any other faculty.",Ilu oyinbo,Nan,False,19
GraysReefNMS,2019-11-05 23:04:41,"Remember that applications for our open Sanctuary Advisory Council seats are due by December 1 Both the ""charter c ","Savannah, GA",Nan,False,0
Druthersco,2019-11-05 23:04:15,Graphic Designer Endeavors to Transform Lives through Education University of New Haven News ,nan,Nan,False,0
Zir80s,2019-11-05 23:04:15,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Malaysia,Nan,False,669
StephenPunwasi,2019-11-05 23:04:08," Schtaunkhauser BC according to the Conference Board of Canada. Unless your friend is Eastern European Asian, Id ",Canada,Nan,False,0
TompkinsCounty,2019-11-05 23:03:58,"RT StephenPunwasi Ontario's public education ranks 2nd in Canada. Ford and Lecce want to change that, by including online classes mode",ON FL,Nan,False,3
diarmuid3003,2019-11-05 23:03:51,"RT timeshighered Regional Australias share of higher education students has fallen steadily, with the biggest drop occurring last year,",nan,Nan,False,1
DaleSMcEwan,2019-11-05 23:03:01,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,Everywhere,Nan,False,336
berukhansa,2019-11-05 23:02:59,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
JournalStarNews,2019-11-05 23:02:39,The choice to become the next president of the University of Nebraska spoke about his life growing up in a family o ,"Lincoln, NE",Nan,False,0
Xavi736,2019-11-05 23:01:53,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,nan,Nan,False,336
JC4PM_UK,2019-11-05 23:01:50," 1WilsonM jeremycorbyn When YOU Say ""We"".. are u talking on my behalf Also... Finland... which doesnt charge tu ","London, United Kingdom",Nan,False,0
burnsdjb,2019-11-05 23:01:40,As a child I attended a range of local youth clubs. Aged 16 I started as a youth worker. College university the ,nan,Nan,False,0
ssolyom,2019-11-05 23:01:34,"RT StephenPunwasi Ontario's public education ranks 2nd in Canada. Ford and Lecce want to change that, by including online classes mode",Hallerbos,Nan,False,3
DJuliusSF,2019-11-05 23:01:03,Two amazing women representing the great University of California a powerhouse in public education and a jewel of ,"California, USA",Nan,False,0
StephenPunwasi,2019-11-05 23:01:00,"Ontario's public education ranks 2nd in Canada. Ford and Lecce want to change that, by including online classes ",Canada,Nan,False,3
Sondsajohn,2019-11-05 23:00:21,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,USA,Nan,False,0
vangowthem,2019-11-05 23:00:10,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce","Mount Pleasant, MI",Nan,False,46
ermoni_girl,2019-11-05 22:59:58,RT PriceFaythe Excited to announce that I have verbally committed to further my education and play lacrosse at Oklahoma Baptist Universit,St.Louis,Nan,False,3
SpiritedMensch,2019-11-05 22:59:46,"RT MattWolfAB The Calgary Board of Education pays 13 million per year to rent its headquarters, and hid 9.1 million in administration c","London, Ontario, Canada",Nan,False,5
hapiclown,2019-11-05 22:59:19,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,"Mississauga, Ontario",Nan,False,143
DidiM47,2019-11-05 22:58:47,RT Awildman48 GeraldKutney nationalpost When I looked up the most prosperous country Canada was 5th and the USA was 17th . Maybe I defi,Canada,Nan,False,1
TimNolan1941,2019-11-05 22:58:37,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"St.Paul,Minnesota",Nan,False,146
eltcal,2019-11-05 22:58:17,"Using Video in Language Teacher Education, Dec. 3, 2019 in Tokyo Steve Mann University of Warwick , Robin Skipsey ",Japan,Nan,False,0
SouthMacedonian,2019-11-05 22:57:56,RT Janetwhoteaches Ask yourself...Why would Canada copy a US system of education has a superior education model with much higher re,"Toronto, Canada",Nan,False,11
ABalayannis,2019-11-05 22:57:51,RT felicitycallard If those outside UK wd like to know more about extraordinary events in UK HE from Feb 2018 till present including tra,nan,Nan,False,33
gf_of_nash,2019-11-05 22:57:03,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
HodgeSchool,2019-11-05 22:56:35,Want to train as a teacher University of Birmingham Teacher Education evening Wednesday 20th November 5 7pm Em ,"Birmingham, England",Nan,False,0
joeisdeadinside,2019-11-05 22:56:05,"RT IsthatHall University of Toledo unstated policy Good luck getting to your class on game day, we've closed most of our parking lots do","Toledo, OH",Nan,False,2
DESIblitz,2019-11-05 22:56:00,"""I'm going to fight this even if I have to take it higher"" University Pakistan education",United Kingdom,Nan,False,0
ABJackson,2019-11-05 22:55:37,"RT PSUPresident Please join us in celebrating the 50th anniversary of PSU's University Honors College, a leader in educating first genera","Portland, Oregon",Nan,False,1
Complexchange1,2019-11-05 22:55:19,RT damiengayle Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction techn,the critical zone,Nan,False,19
HabsRock3176,2019-11-05 22:55:12,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
justinfisher,2019-11-05 22:55:09,"RT Kate McGartland Want to know more about where a college education can take you Join us tomorrow night for our first webinar, where yo","Toronto, Ontario, Canada",Nan,False,4
SheilaLWheeler7,2019-11-05 22:54:54,I have a substitute for yearbook and he told us we were watching a very important video on college education and t ,"California, USA",Nan,False,0
Sarahze21,2019-11-05 22:54:09,RT WalidMRihane LIU is an institution that believes in education for all. We work really hard on our reputation. In matter of 20 years we,Lebanon,Nan,False,1
mindbridge_ai,2019-11-05 22:54:01,How are universities teaching AI to the next generation of auditors Our latest case study describes how ,nan,Nan,False,0
ToniRagusa,2019-11-05 22:53:32,RT cu portland 50 of teachers leave the profession in the first 5 years. Get an education that supports your resiliency at Concordia Uni,Wrigley Field,Nan,False,44
Naijafamous,2019-11-05 22:53:27,"RT Zuby215 Fully funded Scholarships at the Dept of Geography, University of Bonn, Germany. MSc in Geography of Environmental Risks amp Hu",Nigeria,Nan,False,44
theartofed,2019-11-05 22:53:05,We are excited to announce that since the release of the masters degree at The Art of Education University in Janu ,"Osage, IA",Nan,False,0
ulexi,2019-11-05 22:52:54,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,Catalonia,Nan,False,336
FLR_GovNL,2019-11-05 22:52:44,RT FireSmartCanada Is your community concerned about wildfire FireSmart Canada amp its partners offer 500 to help you educate your neigh,nan,Nan,False,5
burian_steve,2019-11-05 22:52:34,"RT GFREDC Earlier this year, it was announced that UND would invest 10 million in the College of Engineering and Mines, specifically for","Grand Forks, ND",Nan,False,1
targteacher,2019-11-05 22:51:44,"RT andreafarley JuanSaaa citrusbocc Scott Carnahan CitrusBOCC , Do you have children in secondary education Do they have aspirations",nan,Nan,False,1
MarMarkarp,2019-11-05 22:51:38,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
ProfToastyBall,2019-11-05 22:51:34,The husband wont shut up... Honduras is the murder capital of the world Monaco has the highest life expectancy ,"Oxford, England",Nan,False,0
WalidMRihane,2019-11-05 22:51:20,LIU is an institution that believes in education for all. We work really hard on our reputation. In matter of 20 ye ,Lebanon,Nan,False,1
molli_lou,2019-11-05 22:51:14,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",Central Michigan University,Nan,False,46
KT_Tinning,2019-11-05 22:51:02,RT CheyRatnam Troubling statistics around literacy rates among Ontario elementary school students have prompted a public inquiry into iss,"Stratford, ON",Nan,False,3
EllaTomato,2019-11-05 22:50:36,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",wa wa washington,Nan,False,46
niemela_jari,2019-11-05 22:50:23,RT SaaraHarjula Excellent meeting with Commissioner designate for International Partnerships JuttaUrpilainen and helsinkiuni top manage,"Helsinki, Finland",Nan,False,9
justmeblah1,2019-11-05 22:50:11,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,"Fresno, CA",Nan,False,39
SanMigu85814394,2019-11-05 22:50:06,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,EARTH,Nan,False,669
reigenfucker666,2019-11-05 22:49:59,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
ISMPCanada,2019-11-05 22:49:46,Analyzing medication incidents one group at a time still time to sign up for a 1 day workshop on how to confidentl ,"Toronto, ON",Nan,False,0
JakobArildsen,2019-11-05 22:48:20,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Oslo, Norge",Nan,False,669
WarShark4Eva,2019-11-05 22:48:14, Zaclives EXACTLY. Thank you for understanding. We feel bad for the students it's not their fault they're in a mes ,nan,Nan,False,0
PuddingBaws,2019-11-05 22:48:13, Wroetooshort lewisbuchan wroetoshaw I never said nothing about school sunshine Education doesnt just mean ,"Scotland, United Kingdom",Nan,False,0
ZouTracy,2019-11-05 22:48:06,RT paulashwin I am delighted that my blog won the Student Outcomes and Employment Category at the Wonkhe Awards ,Hong Kong,Nan,False,11
a_hollenbeck,2019-11-05 22:48:01,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",michigan,Nan,False,46
autchintleck,2019-11-05 22:47:17,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,nan,Nan,False,146
black_missi,2019-11-05 22:47:10,RT wef These countries spend the most on university research funding University Education ,nan,Nan,False,80
eraser,2019-11-05 22:47:00,RT eraser American Democracy Project ADP . American Association of State Colleges and Universities AASCU ele,Sevilla,Nan,False,3
XRBournemouth,2019-11-05 22:46:42,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Bournemouth, England",Nan,False,146
SUNNYSZNN,2019-11-05 22:46:31,"RT JanayAMcIntosh Any student out there at Salisbury University that wants to get an education and be celebrated for being black, and don",,Nan,False,75
kenzieloulee,2019-11-05 22:46:28,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",Detroit Mount Pleasant,Nan,False,46
LanhamMorgan,2019-11-05 22:45:41,"RT CourtneyLTanner THREAD For months, Ive been reporting for this article requesting records, interviewing former staff talking to s","Provo, UT",Nan,False,166
JCKNIGHT2,2019-11-05 22:45:31,The fact that students rejoice for 3's in math and have a distaste for science from the high school level is a bad ,"Kingston, Jamaica",Nan,False,0
ruffisanzoro,2019-11-05 22:45:21,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
Camswr_73js,2019-11-05 22:45:16,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,USA,Nan,False,0
gazettedotcom,2019-11-05 22:45:08,UI graduate student who said state botched her sexual harassment claim to receive payment ,"Cedar Rapids, Iowa",Nan,False,0
MarbleInstitute,2019-11-05 22:45:07,We're starting to see our Building Stone Material Kits out in the wild Do you know a school or university that sho ,"Oberlin, Ohio",Nan,False,0
Sofia_PCS,2019-11-05 22:45:04,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"London, England",Nan,False,146
KendallMerriman,2019-11-05 22:44:51,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce","Mount Pleasant, MI",Nan,False,46
aliMMA,2019-11-05 22:44:30,RT guardian 'Stormzy effect' record number of black Britons studying at Cambridge ,"London, England",Nan,False,606
hunterstewart94,2019-11-05 22:44:13,"RT AuburnCSWG Today, the Critical Studies Working Group, joined by dozens of faculty, staff, and students from the College of Education,",atl ttown jersey pgh,Nan,False,3
Arsivci,2019-11-05 22:43:45,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Ay ss Theta,Nan,False,669
tmj_OK_EDU,2019-11-05 22:42:48,"Join the University of Central Oklahoma team See our latest Education job openings, including ""Media Specialist I ",Oklahoma,Edmond,False,0
design_giant,2019-11-05 22:42:43,Academia Education Google Slides Template template academia education university ,Jakarta Indonesia,Nan,False,0
rizelcchi,2019-11-05 22:42:21,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,"Kalimantan Barat, Indonesia",Nan,False,143
J16Moriarty,2019-11-05 22:41:37,"RT HistoricaCanada Teachers this Treaty Recognition Week, use our Treaties in Canada Education Guide to help your students understand th",Lakefield CANADA,Nan,False,43
fionaseaton1,2019-11-05 22:41:06,RT CDC IndyScot islandviewer joannaccherry Can you explain why English students pay massive fees in England while Scotland provides fre,nan,Nan,False,8
chey_bradford,2019-11-05 22:41:05,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce","Lapeer Mount Pleasant, MI",Nan,False,46
tonicesteve,2019-11-05 22:40:41,RT CatalansForYes MAJOR BREAKING Spain has issued an European arrest warrant for the St Andrews University professor and former Catalan,Barcelona,Nan,False,336
MariahRae615,2019-11-05 22:40:29,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",Central Michigan University,Nan,False,46
hanajuns,2019-11-05 22:40:28,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,"Bayamn, Puerto Rico",Nan,False,143
AmyBoon17575471,2019-11-05 22:40:11," JamesAGagliano No.Egomaniac anti Establishment Boomers wrecked the university on their way thru ""No, we'll tell Y ",nan,Nan,False,0
